hwt10
Partitioned - Decimal
 31822: 1121122121 31822
 31823: 1121122122 31823
 31824: 0011211222 3536
 31825: 1112112220 30291
 31826: 2112112220 49974
 31827: 0112112221 10609
 31828: 1121122211 31828
 31829: 1121122212 31829
 31830: 0112112222 10610
 31831: 1121122221 31831
 31832: 1121122222 31832
 31833: 0000011212 131
 31834: 0001112120 1122
 31835: 0002112120 1851
 31836: 0010112120 2580
 31837: 0111121200 9927
 31838: 0121121200 12114
 31839: 0020112120 4767
 31840: 0211121200 16488
 31841: 0221121200 18675
 31842: 0100112120 6954
 31843: 1011121200 23049
 31844: 1021121200 25236
 31845: 1101121200 27423
 31846: 1111212001 29782
 31847: 1211212001 36343
 31848: 1201121200 33984
 31849: 2111212001 49465
 31850: 2211212001 56026
 31851: 0200112120 13515
 31852: 2011121200 42732
 31853: 2021121200 44919
 31854: 2101121200 47106
 31855: 1111212002 29783
 31856: 1211212002 36344
 31857: 2201121200 53667
 31858: 2111212002 49466
 31859: 2211212002 56027
 31860: 1000112120 20076
 31861: 0011121201 3367
 31862: 0021121201 5554
 31863: 0101121201 7741
 31864: 1111212010 29784
 31865: 1211212010 36345
 31866: 0201121201 14302
 31867: 2111212010 49467
 31868: 2211212010 56028
 31869: 1001121201 20863
 31870: 0111212011 10102
 31871: 0211212011 16663
 31872: 1011212011 23224
 31873: 1112120111 30307
 31874: 2112120111 49990
 31875: 2011212011 42907
 31876: 1112120112 30308
 31877: 2112120112 49991
 31878: 2001121201 40546
 31879: 0111212012 10103
 31880: 0211212012 16664
 31881: 1011212012 23225
 31882: 1112120121 30310
 31883: 2112120121 49993
 31884: 2011212012 42908
 31885: 1112120122 30311
 31886: 2112120122 49994
 31887: 2000112120 39759
 31888: 0011121202 3368
 31889: 0021121202 5555
 31890: 0101121202 7742
 31891: 1111212020 29787
 31892: 1211212020 36348
 31893: 0201121202 14303
 31894: 2111212020 49470
 31895: 2211212020 56031
 31896: 1001121202 20864
 31897: 0111212021 10105
 31898: 0211212021 16666
 31899: 1011212021 23227
 31900: 1112120211 30316
 31901: 2112120211 49999
 31902: 2011212021 42910
 31903: 1112120212 30317
 31904: 2112120212 50000
 31905: 2001121202 40547
 31906: 0111212022 10106
 31907: 0211212022 16667
 31908: 1011212022 23228
 31909: 1112120221 30319
 31910: 2112120221 50002
 31911: 2011212022 42911
 31912: 1112120222 30320
 31913: 2112120222 50003
 31914: 0000112121 394
 31915: 0011121210 3369
 31916: 0021121210 5556
 31917: 0101121210 7743
 31918: 1111212100 29790
 31919: 1211212100 36351
 31920: 0201121210 14304
 31921: 2111212100 49473
 31922: 2211212100 56034
 31923: 1001121210 20865
 31924: 0111212101 10108
 31925: 0211212101 16669
 31926: 1011212101 23230
 31927: 1112121011 30325
 31928: 2112121011 50008
 31929: 2011212101 42913
 31930: 1112121012 30326
 31931: 2112121012 50009
 31932: 2001121210 40548
 31933: 0111212102 10109
 31934: 0211212102 16670
 31935: 1011212102 23231
 31936: 1112121021 30328
 31937: 2112121021 50011
 31938: 2011212102 42914
 31939: 1112121022 30329
 31940: 2112121022 50012
 31941: 0001121211 1183
 31942: 0111212110 10110
 31943: 0211212110 16671
 31944: 1011212110 23232
 31945: 1112121101 30331
 31946: 2112121101 50014
 31947: 2011212110 42915
 31948: 1112121102 30332
 31949: 2112121102 50015
 31950: 0011212111 3550
 31951: 1112121110 30333
 31952: 2112121110 50016
 31953: 0112121111 10651
 31954: 1121211111 31954
 31955: 1121211112 31955
 31956: 0112121112 10652
 31957: 1121211121 31957
 31958: 1121211122 31958
 31959: 0011212112 3551
 31960: 1112121120 30336
 31961: 2112121120 50019
 31962: 0112121121 10654
 31963: 1121211211 31963
 31964: 1121211212 31964
 31965: 0112121122 10655
 31966: 1121211221 31966
 31967: 1121211222 31967
 31968: 0001121212 1184
 31969: 0111212120 10113
 31970: 0211212120 16674
 31971: 1011212120 23235
 31972: 1112121201 30340
 31973: 2112121201 50023
 31974: 2011212120 42918
 31975: 1112121202 30341
 31976: 2112121202 50024
 31977: 0011212121 3553
 31978: 1112121210 30342
 31979: 2112121210 50025
 31980: 0112121211 10660
 31981: 1121212111 31981
 31982: 1121212112 31982
 31983: 0112121212 10661
 31984: 1121212121 31984
 31985: 1121212122 31985
 31986: 0011212122 3554
 31987: 1112121220 30345
 31988: 2112121220 50028
 31989: 0112121221 10663
 31990: 1121212211 31990
 31991: 1121212212 31991
 31992: 0112121222 10664
 31993: 1121212221 31993
 31994: 1121212222 31994
 31995: 0000112122 395
 31996: 0011121220 3372
 31997: 0021121220 5559
 31998: 0101121220 7746
 31999: 1111212200 29799
 32000: 1211212200 36360
 32001: 0201121220 14307
 32002: 2111212200 49482
 32003: 2211212200 56043
 32004: 1001121220 20868
 32005: 0111212201 10117
 32006: 0211212201 16678
 32007: 1011212201 23239
 32008: 1112122011 30352
 32009: 2112122011 50035
 32010: 2011212201 42922
 32011: 1112122012 30353
 32012: 2112122012 50036
 32013: 2001121220 40551
 32014: 0111212202 10118
 32015: 0211212202 16679
 32016: 1011212202 23240
 32017: 1112122021 30355
 32018: 2112122021 50038
 32019: 2011212202 42923
 32020: 1112122022 30356
 32021: 2112122022 50039
 32022: 0001121221 1186
 32023: 0111212210 10119
 32024: 0211212210 16680
 32025: 1011212210 23241
 32026: 1112122101 30358
 32027: 2112122101 50041
 32028: 2011212210 42924
 32029: 1112122102 30359
 32030: 2112122102 50042
 32031: 0011212211 3559
 32032: 1112122110 30360
 32033: 2112122110 50043
 32034: 0112122111 10678
 32035: 1121221111 32035
 32036: 1121221112 32036
 32037: 0112122112 10679
 32038: 1121221121 32038
 32039: 1121221122 32039
 32040: 0011212212 3560
 32041: 1112122120 30363
 32042: 2112122120 50046
 32043: 0112122121 10681
 32044: 1121221211 32044
 32045: 1121221212 32045
 32046: 0112122122 10682
 32047: 1121221221 32047
 32048: 1121221222 32048
 32049: 0001121222 1187
 32050: 0111212220 10122
 32051: 0211212220 16683
 32052: 1011212220 23244
 32053: 1112122201 30367
 32054: 2112122201 50050
 32055: 2011212220 42927
 32056: 1112122202 30368
 32057: 2112122202 50051
 32058: 0011212221 3562
 32059: 1112122210 30369
 32060: 2112122210 50052
 32061: 0112122211 10687
 32062: 1121222111 32062
 32063: 1121222112 32063
 32064: 0112122212 10688
 32065: 1121222121 32065
 32066: 1121222122 32066
 32067: 0011212222 3563
 32068: 1112122220 30372
 32069: 2112122220 50055
 32070: 0112122221 10690
 32071: 1121222211 32071
 32072: 1121222212 32072
 32073: 0112122222 10691
 32074: 1121222221 32074
 32075: 1121222222 32075
 32076: 0000001122 44
 32077: 0000111220 375
 32078: 0000211220 618
 32079: 0001011220 861
 32080: 0011112200 3312
 32081: 0012112200 4041
 32082: 0002011220 1590
 32083: 0021112200 5499
 32084: 0022112200 6228
 32085: 0010011220 2319
 32086: 0101112200 7686
 32087: 0102112200 8415
 32088: 0110112200 9144
 32089: 1111122000 29619
 32090: 1121122000 31806
 32091: 0120112200 11331
 32092: 1211122000 36180
 32093: 1221122000 38367
 32094: 0020011220 4506
 32095: 0201112200 14247
 32096: 0202112200 14976
 32097: 0210112200 15705
 32098: 2111122000 49302
 32099: 2121122000 51489
 32100: 0220112200 17892
 32101: 2211122000 55863
 32102: 2221122000 58050
 32103: 0100011220 6693
 32104: 1001112200 20808
 32105: 1002112200 21537
 32106: 1010112200 22266
 32107: 0111122001 9937
 32108: 0121122001 12124
 32109: 1020112200 24453
 32110: 0211122001 16498
 32111: 0221122001 18685
 32112: 1100112200 26640
 32113: 1011122001 23059
 32114: 1021122001 25246
 32115: 1101122001 27433
 32116: 1111220011 29812
 32117: 1211220011 36373
 32118: 1201122001 33994
 32119: 2111220011 49495
 32120: 2211220011 56056
 32121: 1200112200 33201
 32122: 2011122001 42742
 32123: 2021122001 44929
 32124: 2101122001 47116
 32125: 1111220012 29813
 32126: 1211220012 36374
 32127: 2201122001 53677
 32128: 2111220012 49496
 32129: 2211220012 56057
 32130: 0200011220 13254
 32131: 2001112200 40491
 32132: 2002112200 41220
 32133: 2010112200 41949
 32134: 0111122002 9938
 32135: 0121122002 12125
 32136: 2020112200 44136
 32137: 0211122002 16499
 32138: 0221122002 18686
 32139: 2100112200 46323
 32140: 1011122002 23060
 32141: 1021122002 25247
 32142: 1101122002 27434
 32143: 1111220021 29815
 32144: 1211220021 36376
 32145: 1201122002 33995
 32146: 2111220021 49498
 32147: 2211220021 56059
 32148: 2200112200 52884
 32149: 2011122002 42743
 32150: 2021122002 44930
 32151: 2101122002 47117
 32152: 1111220022 29816
 32153: 1211220022 36377
 32154: 2201122002 53678
 32155: 2111220022 49499
 32156: 2211220022 56060
 32157: 1000011220 19815
 32158: 0001112201 1126
 32159: 0002112201 1855
 32160: 0010112201 2584
 32161: 0111122010 9939
 32162: 0121122010 12126
 32163: 0020112201 4771
 32164: 0211122010 16500
 32165: 0221122010 18687
 32166: 0100112201 6958
 32167: 1011122010 23061
 32168: 1021122010 25248
 32169: 1101122010 27435
 32170: 1111220101 29818
 32171: 1211220101 36379
 32172: 1201122010 33996
 32173: 2111220101 49501
 32174: 2211220101 56062
 32175: 0200112201 13519
 32176: 2011122010 42744
 32177: 2021122010 44931
 32178: 2101122010 47118
 32179: 1111220102 29819
 32180: 1211220102 36380
 32181: 2201122010 53679
 32182: 2111220102 49502
 32183: 2211220102 56063
 32184: 1000112201 20080
 32185: 0011122011 3379
 32186: 0021122011 5566
 32187: 0101122011 7753
 32188: 1111220110 29820
 32189: 1211220110 36381
 32190: 0201122011 14314
 32191: 2111220110 49503
 32192: 2211220110 56064
 32193: 1001122011 20875
 32194: 0111220111 10138
 32195: 0211220111 16699
 32196: 1011220111 23260
 32197: 1112201111 30415
 32198: 2112201111 50098
 32199: 2011220111 42943
 32200: 1112201112 30416
 32201: 2112201112 50099
 32202: 2001122011 40558
 32203: 0111220112 10139
 32204: 0211220112 16700
 32205: 1011220112 23261
 32206: 1112201121 30418
 32207: 2112201121 50101
 32208: 2011220112 42944
 32209: 1112201122 30419
 32210: 2112201122 50102
 32211: 2000112201 39763
 32212: 0011122012 3380
 32213: 0021122012 5567
 32214: 0101122012 7754
 32215: 1111220120 29823
 32216: 1211220120 36384
 32217: 0201122012 14315
 32218: 2111220120 49506
 32219: 2211220120 56067
 32220: 1001122012 20876
 32221: 0111220121 10141
 32222: 0211220121 16702
 32223: 1011220121 23263
 32224: 1112201211 30424
 32225: 2112201211 50107
 32226: 2011220121 42946
 32227: 1112201212 30425
 32228: 2112201212 50108
 32229: 2001122012 40559
 32230: 0111220122 10142
 32231: 0211220122 16703
 32232: 1011220122 23264
 32233: 1112201221 30427
 32234: 2112201221 50110
 32235: 2011220122 42947
 32236: 1112201222 30428
 32237: 2112201222 50111
 32238: 2000011220 39498
 32239: 0001112202 1127
 32240: 0002112202 1856
 32241: 0010112202 2585
 32242: 0111122020 9942
 32243: 0121122020 12129
 32244: 0020112202 4772
 32245: 0211122020 16503
 32246: 0221122020 18690
 32247: 0100112202 6959
 32248: 1011122020 23064
 32249: 1021122020 25251
 32250: 1101122020 27438
 32251: 1111220201 29827
 32252: 1211220201 36388
 32253: 1201122020 33999
 32254: 2111220201 49510
 32255: 2211220201 56071
 32256: 0200112202 13520
 32257: 2011122020 42747
 32258: 2021122020 44934
 32259: 2101122020 47121
 32260: 1111220202 29828
 32261: 1211220202 36389
 32262: 2201122020 53682
 32263: 2111220202 49511
 32264: 2211220202 56072
 32265: 1000112202 20081
 32266: 0011122021 3382
 32267: 0021122021 5569
 32268: 0101122021 7756
 32269: 1111220210 29829
 32270: 1211220210 36390
 32271: 0201122021 14317
 32272: 2111220210 49512
 32273: 2211220210 56073
 32274: 1001122021 20878
 32275: 0111220211 10147
 32276: 0211220211 16708
 32277: 1011220211 23269
 32278: 1112202111 30442
 32279: 2112202111 50125
 32280: 2011220211 42952
 32281: 1112202112 30443
 32282: 2112202112 50126
 32283: 2001122021 40561
 32284: 0111220212 10148
 32285: 0211220212 16709
 32286: 1011220212 23270
 32287: 1112202121 30445
 32288: 2112202121 50128
 32289: 2011220212 42953
 32290: 1112202122 30446
 32291: 2112202122 50129
 32292: 2000112202 39764
 32293: 0011122022 3383
 32294: 0021122022 5570
 32295: 0101122022 7757
 32296: 1111220220 29832
 32297: 1211220220 36393
 32298: 0201122022 14318
 32299: 2111220220 49515
 32300: 2211220220 56076
 32301: 1001122022 20879
 32302: 0111220221 10150
 32303: 0211220221 16711
 32304: 1011220221 23272
 32305: 1112202211 30451
 32306: 2112202211 50134
 32307: 2011220221 42955
 32308: 1112202212 30452
 32309: 2112202212 50135
 32310: 2001122022 40562
 32311: 0111220222 10151
 32312: 0211220222 16712
 32313: 1011220222 23273
 32314: 1112202221 30454
 32315: 2112202221 50137
 32316: 2011220222 42956
 32317: 1112202222 30455
 32318: 2112202222 50138
 32319: 0000011221 133
 32320: 0001112210 1128
 32321: 0002112210 1857
 32322: 0010112210 2586
 32323: 0111122100 9945
 32324: 0121122100 12132
 32325: 0020112210 4773
 32326: 0211122100 16506
 32327: 0221122100 18693
 32328: 0100112210 6960
 32329: 1011122100 23067
 32330: 1021122100 25254
 32331: 1101122100 27441
 32332: 1111221001 29836
 32333: 1211221001 36397
 32334: 1201122100 34002
 32335: 2111221001 49519
 32336: 2211221001 56080
 32337: 0200112210 13521
 32338: 2011122100 42750
 32339: 2021122100 44937
 32340: 2101122100 47124
 32341: 1111221002 29837
 32342: 1211221002 36398
 32343: 2201122100 53685
 32344: 2111221002 49520
 32345: 2211221002 56081
 32346: 1000112210 20082
 32347: 0011122101 3385
 32348: 0021122101 5572
 32349: 0101122101 7759
 32350: 1111221010 29838
 32351: 1211221010 36399
 32352: 0201122101 14320
 32353: 2111221010 49521
 32354: 2211221010 56082
 32355: 1001122101 20881
 32356: 0111221011 10156
 32357: 0211221011 16717
 32358: 1011221011 23278
 32359: 1112210111 30469
 32360: 2112210111 50152
 32361: 2011221011 42961
 32362: 1112210112 30470
 32363: 2112210112 50153
 32364: 2001122101 40564
 32365: 0111221012 10157
 32366: 0211221012 16718
 32367: 1011221012 23279
 32368: 1112210121 30472
 32369: 2112210121 50155
 32370: 2011221012 42962
 32371: 1112210122 30473
 32372: 2112210122 50156
 32373: 2000112210 39765
 32374: 0011122102 3386
 32375: 0021122102 5573
 32376: 0101122102 7760
 32377: 1111221020 29841
 32378: 1211221020 36402
 32379: 0201122102 14321
 32380: 2111221020 49524
 32381: 2211221020 56085
 32382: 1001122102 20882
 32383: 0111221021 10159
 32384: 0211221021 16720
 32385: 1011221021 23281
 32386: 1112210211 30478
 32387: 2112210211 50161
 32388: 2011221021 42964
 32389: 1112210212 30479
 32390: 2112210212 50162
 32391: 2001122102 40565
 32392: 0111221022 10160
 32393: 0211221022 16721
 32394: 1011221022 23282
 32395: 1112210221 30481
 32396: 2112210221 50164
 32397: 2011221022 42965
 32398: 1112210222 30482
 32399: 2112210222 50165
 32400: 0000112211 400
 32401: 0011122110 3387
 32402: 0021122110 5574
 32403: 0101122110 7761
 32404: 1111221100 29844
 32405: 1211221100 36405
 32406: 0201122110 14322
 32407: 2111221100 49527
 32408: 2211221100 56088
 32409: 1001122110 20883
 32410: 0111221101 10162
 32411: 0211221101 16723
 32412: 1011221101 23284
 32413: 1112211011 30487
 32414: 2112211011 50170
 32415: 2011221101 42967
 32416: 1112211012 30488
 32417: 2112211012 50171
 32418: 2001122110 40566
 32419: 0111221102 10163
 32420: 0211221102 16724
 32421: 1011221102 23285
 32422: 1112211021 30490
 32423: 2112211021 50173
 32424: 2011221102 42968
 32425: 1112211022 30491
 32426: 2112211022 50174
 32427: 0001122111 1201
 32428: 0111221110 10164
 32429: 0211221110 16725
 32430: 1011221110 23286
 32431: 1112211101 30493
 32432: 2112211101 50176
 32433: 2011221110 42969
 32434: 1112211102 30494
 32435: 2112211102 50177
 32436: 0011221111 3604
 32437: 1112211110 30495
 32438: 2112211110 50178
 32439: 0112211111 10813
 32440: 1122111111 32440
 32441: 1122111112 32441
 32442: 0112211112 10814
 32443: 1122111121 32443
 32444: 1122111122 32444
 32445: 0011221112 3605
 32446: 1112211120 30498
 32447: 2112211120 50181
 32448: 0112211121 10816
 32449: 1122111211 32449
 32450: 1122111212 32450
 32451: 0112211122 10817
 32452: 1122111221 32452
 32453: 1122111222 32453
 32454: 0001122112 1202
 32455: 0111221120 10167
 32456: 0211221120 16728
 32457: 1011221120 23289
 32458: 1112211201 30502
 32459: 2112211201 50185
 32460: 2011221120 42972
 32461: 1112211202 30503
 32462: 2112211202 50186
 32463: 0011221121 3607
 32464: 1112211210 30504
 32465: 2112211210 50187
 32466: 0112211211 10822
 32467: 1122112111 32467
 32468: 1122112112 32468
 32469: 0112211212 10823
 32470: 1122112121 32470
 32471: 1122112122 32471
 32472: 0011221122 3608
 32473: 1112211220 30507
 32474: 2112211220 50190
 32475: 0112211221 10825
 32476: 1122112211 32476
 32477: 1122112212 32477
 32478: 0112211222 10826
 32479: 1122112221 32479
 32480: 1122112222 32480
 32481: 0000112212 401
 32482: 0011122120 3390
 32483: 0021122120 5577
 32484: 0101122120 7764
 32485: 1111221200 29853
 32486: 1211221200 36414
 32487: 0201122120 14325
 32488: 2111221200 49536
 32489: 2211221200 56097
 32490: 1001122120 20886
 32491: 0111221201 10171
 32492: 0211221201 16732
 32493: 1011221201 23293
 32494: 1112212011 30514
 32495: 2112212011 50197
 32496: 2011221201 42976
 32497: 1112212012 30515
 32498: 2112212012 50198
 32499: 2001122120 40569
 32500: 0111221202 10172
 32501: 0211221202 16733
 32502: 1011221202 23294
 32503: 1112212021 30517
 32504: 2112212021 50200
 32505: 2011221202 42977
 32506: 1112212022 30518
 32507: 2112212022 50201
 32508: 0001122121 1204
 32509: 0111221210 10173
 32510: 0211221210 16734
 32511: 1011221210 23295
 32512: 1112212101 30520
 32513: 2112212101 50203
 32514: 2011221210 42978
 32515: 1112212102 30521
 32516: 2112212102 50204
 32517: 0011221211 3613
 32518: 1112212110 30522
 32519: 2112212110 50205
 32520: 0112212111 10840
 32521: 1122121111 32521
 32522: 1122121112 32522
 32523: 0112212112 10841
 32524: 1122121121 32524
 32525: 1122121122 32525
 32526: 0011221212 3614
 32527: 1112212120 30525
 32528: 2112212120 50208
 32529: 0112212121 10843
 32530: 1122121211 32530
 32531: 1122121212 32531
 32532: 0112212122 10844
 32533: 1122121221 32533
 32534: 1122121222 32534
 32535: 0001122122 1205
 32536: 0111221220 10176
 32537: 0211221220 16737
 32538: 1011221220 23298
 32539: 1112212201 30529
 32540: 2112212201 50212
 32541: 2011221220 42981
 32542: 1112212202 30530
 32543: 2112212202 50213
 32544: 0011221221 3616
 32545: 1112212210 30531
 32546: 2112212210 50214
 32547: 0112212211 10849
 32548: 1122122111 32548
 32549: 1122122112 32549
 32550: 0112212212 10850
 32551: 1122122121 32551
 32552: 1122122122 32552
 32553: 0011221222 3617
 32554: 1112212220 30534
 32555: 2112212220 50217
 32556: 0112212221 10852
 32557: 1122122211 32557
 32558: 1122122212 32558
 32559: 0112212222 10853
 32560: 1122122221 32560
 32561: 1122122222 32561
 32562: 0000011222 134
 32563: 0001112220 1131
 32564: 0002112220 1860
 32565: 0010112220 2589
 32566: 0111122200 9954
 32567: 0121122200 12141
 32568: 0020112220 4776
 32569: 0211122200 16515
 32570: 0221122200 18702
 32571: 0100112220 6963
 32572: 1011122200 23076
 32573: 1021122200 25263
 32574: 1101122200 27450
 32575: 1111222001 29863
 32576: 1211222001 36424
 32577: 1201122200 34011
 32578: 2111222001 49546
 32579: 2211222001 56107
 32580: 0200112220 13524
 32581: 2011122200 42759
 32582: 2021122200 44946
 32583: 2101122200 47133
 32584: 1111222002 29864
 32585: 1211222002 36425
 32586: 2201122200 53694
 32587: 2111222002 49547
 32588: 2211222002 56108
 32589: 1000112220 20085
 32590: 0011122201 3394
 32591: 0021122201 5581
 32592: 0101122201 7768
 32593: 1111222010 29865
 32594: 1211222010 36426
 32595: 0201122201 14329
 32596: 2111222010 49548
 32597: 2211222010 56109
 32598: 1001122201 20890
 32599: 0111222011 10183
 32600: 0211222011 16744
 32601: 1011222011 23305
 32602: 1112220111 30550
 32603: 2112220111 50233
 32604: 2011222011 42988
 32605: 1112220112 30551
 32606: 2112220112 50234
 32607: 2001122201 40573
 32608: 0111222012 10184
 32609: 0211222012 16745
 32610: 1011222012 23306
 32611: 1112220121 30553
 32612: 2112220121 50236
 32613: 2011222012 42989
 32614: 1112220122 30554
 32615: 2112220122 50237
 32616: 2000112220 39768
 32617: 0011122202 3395
 32618: 0021122202 5582
 32619: 0101122202 7769
 32620: 1111222020 29868
 32621: 1211222020 36429
 32622: 0201122202 14330
 32623: 2111222020 49551
 32624: 2211222020 56112
 32625: 1001122202 20891
 32626: 0111222021 10186
 32627: 0211222021 16747
 32628: 1011222021 23308
 32629: 1112220211 30559
 32630: 2112220211 50242
 32631: 2011222021 42991
 32632: 1112220212 30560
 32633: 2112220212 50243
 32634: 2001122202 40574
 32635: 0111222022 10187
 32636: 0211222022 16748
 32637: 1011222022 23309
 32638: 1112220221 30562
 32639: 2112220221 50245
 32640: 2011222022 42992
 32641: 1112220222 30563
 32642: 2112220222 50246
 32643: 0000112221 403
 32644: 0011122210 3396
 32645: 0021122210 5583
 32646: 0101122210 7770
 32647: 1111222100 29871
 32648: 1211222100 36432
 32649: 0201122210 14331
 32650: 2111222100 49554
 32651: 2211222100 56115
 32652: 1001122210 20892
 32653: 0111222101 10189
 32654: 0211222101 16750
 32655: 1011222101 23311
 32656: 1112221011 30568
 32657: 2112221011 50251
 32658: 2011222101 42994
 32659: 1112221012 30569
 32660: 2112221012 50252
 32661: 2001122210 40575
 32662: 0111222102 10190
 32663: 0211222102 16751
 32664: 1011222102 23312
 32665: 1112221021 30571
 32666: 2112221021 50254
 32667: 2011222102 42995
 32668: 1112221022 30572
 32669: 2112221022 50255
 32670: 0001122211 1210
 32671: 0111222110 10191
 32672: 0211222110 16752
 32673: 1011222110 23313
 32674: 1112221101 30574
 32675: 2112221101 50257
 32676: 2011222110 42996
 32677: 1112221102 30575
 32678: 2112221102 50258
 32679: 0011222111 3631
 32680: 1112221110 30576
 32681: 2112221110 50259
 32682: 0112221111 10894
 32683: 1122211111 32683
 32684: 1122211112 32684
 32685: 0112221112 10895
 32686: 1122211121 32686
 32687: 1122211122 32687
 32688: 0011222112 3632
 32689: 1112221120 30579
 32690: 2112221120 50262
 32691: 0112221121 10897
 32692: 1122211211 32692
 32693: 1122211212 32693
 32694: 0112221122 10898
 32695: 1122211221 32695
 32696: 1122211222 32696
 32697: 0001122212 1211
 32698: 0111222120 10194
 32699: 0211222120 16755
 32700: 1011222120 23316
 32701: 1112221201 30583
 32702: 2112221201 50266
 32703: 2011222120 42999
 32704: 1112221202 30584
 32705: 2112221202 50267
 32706: 0011222121 3634
 32707: 1112221210 30585
 32708: 2112221210 50268
 32709: 0112221211 10903
 32710: 1122212111 32710
 32711: 1122212112 32711
 32712: 0112221212 10904
 32713: 1122212121 32713
 32714: 1122212122 32714
 32715: 0011222122 3635
 32716: 1112221220 30588
 32717: 2112221220 50271
 32718: 0112221221 10906
 32719: 1122212211 32719
 32720: 1122212212 32720
 32721: 0112221222 10907
 32722: 1122212221 32722
 32723: 1122212222 32723
 32724: 0000112222 404
 32725: 0011122220 3399
 32726: 0021122220 5586
 32727: 0101122220 7773
 32728: 1111222200 29880
 32729: 1211222200 36441
 32730: 0201122220 14334
 32731: 2111222200 49563
 32732: 2211222200 56124
 32733: 1001122220 20895
 32734: 0111222201 10198
 32735: 0211222201 16759
 32736: 1011222201 23320
 32737: 1112222011 30595
 32738: 2112222011 50278
 32739: 2011222201 43003
 32740: 1112222012 30596
 32741: 2112222012 50279
 32742: 2001122220 40578
 32743: 0111222202 10199
 32744: 0211222202 16760
 32745: 1011222202 23321
 32746: 1112222021 30598
 32747: 2112222021 50281
 32748: 2011222202 43004
 32749: 1112222022 30599
 32750: 2112222022 50282
 32751: 0001122221 1213
 32752: 0111222210 10200
 32753: 0211222210 16761
 32754: 1011222210 23322
 32755: 1112222101 30601
 32756: 2112222101 50284
 32757: 2011222210 43005
 32758: 1112222102 30602
 32759: 2112222102 50285
 32760: 0011222211 3640
 32761: 1112222110 30603
 32762: 2112222110 50286
 32763: 0112222111 10921
 32764: 1122221111 32764
 32765: 1122221112 32765
 32766: 0112222112 10922
 32767: 1122221121 32767
 32768: 1122221122 32768
 32769: 0011222212 3641
 32770: 1112222120 30606
 32771: 2112222120 50289
 32772: 0112222121 10924
 32773: 1122221211 32773
 32774: 1122221212 32774
 32775: 0112222122 10925
 32776: 1122221221 32776
 32777: 1122221222 32777
 32778: 0001122222 1214
 32779: 0111222220 10203
 32780: 0211222220 16764
 32781: 1011222220 23325
 32782: 1112222201 30610
 32783: 2112222201 50293
 32784: 2011222220 43008
 32785: 1112222202 30611
 32786: 2112222202 50294
 32787: 0011222221 3643
 32788: 1112222210 30612
 32789: 2112222210 50295
 32790: 0112222211 10930
 32791: 1122222111 32791
 32792: 1122222112 32792
 32793: 0112222212 10931
 32794: 1122222121 32794
 32795: 1122222122 32795
 32796: 0011222222 3644
 32797: 1112222220 30615
 32798: 2112222220 50298
 32799: 0112222221 10933
 32800: 1122222211 32800
 32801: 1122222212 32801
 32802: 0112222222 10934
 32803: 1122222221 32803
 32804: 1122222222 32804
 32805: 0000000012 5
 32806: 0000001120 42
 32807: 0000002120 69
 32808: 0000010120 96
 32809: 0000111200 369
 32810: 0000121200 450
 32811: 0000020120 177
 32812: 0000211200 612
 32813: 0000221200 693
 32814: 0000100120 258
 32815: 0001011200 855
 32816: 0001021200 936
 32817: 0001101200 1017
 32818: 0011112000 3294
 32819: 0011212000 3537
 32820: 0001201200 1260
 32821: 0012112000 4023
 32822: 0012212000 4266
 32823: 0000200120 501
 32824: 0002011200 1584
 32825: 0002021200 1665
 32826: 0002101200 1746
 32827: 0021112000 5481
 32828: 0021212000 5724
 32829: 0002201200 1989
 32830: 0022112000 6210
 32831: 0022212000 6453
 32832: 0001000120 744
 32833: 0010011200 2313
 32834: 0010021200 2394
 32835: 0010101200 2475
 32836: 0101112000 7668
 32837: 0101212000 7911
 32838: 0010201200 2718
 32839: 0102112000 8397
 32840: 0102212000 8640
 32841: 0011001200 2961
 32842: 0110112000 9126
 32843: 0110212000 9369
 32844: 0111012000 9612
 32845: 1111120000 29565
 32846: 1112120000 30294
 32847: 0112012000 10341
 32848: 1121120000 31752
 32849: 1122120000 32481
 32850: 0012001200 3690
 32851: 0120112000 11313
 32852: 0120212000 11556
 32853: 0121012000 11799
 32854: 1211120000 36126
 32855: 1212120000 36855
 32856: 0122012000 12528
 32857: 1221120000 38313
 32858: 1222120000 39042
 32859: 0002000120 1473
 32860: 0020011200 4500
 32861: 0020021200 4581
 32862: 0020101200 4662
 32863: 0201112000 14229
 32864: 0201212000 14472
 32865: 0020201200 4905
 32866: 0202112000 14958
 32867: 0202212000 15201
 32868: 0021001200 5148
 32869: 0210112000 15687
 32870: 0210212000 15930
 32871: 0211012000 16173
 32872: 2111120000 49248
 32873: 2112120000 49977
 32874: 0212012000 16902
 32875: 2121120000 51435
 32876: 2122120000 52164
 32877: 0022001200 5877
 32878: 0220112000 17874
 32879: 0220212000 18117
 32880: 0221012000 18360
 32881: 2211120000 55809
 32882: 2212120000 56538
 32883: 0222012000 19089
 32884: 2221120000 57996
 32885: 2222120000 58725
 32886: 0010000120 2202
 32887: 0100011200 6687
 32888: 0100021200 6768
 32889: 0100101200 6849
 32890: 1001112000 20790
 32891: 1001212000 21033
 32892: 0100201200 7092
 32893: 1002112000 21519
 32894: 1002212000 21762
 32895: 0101001200 7335
 32896: 1010112000 22248
 32897: 1010212000 22491
 32898: 1011012000 22734
